title,link,description,date
"Settlement reached in Springfield High racial bullying case
Nicole Young ",https://www.tennessean.com/story/news/local/robertson/2018/01/26/settlement-reached-springfield-high-racial-bullying-case/1067253001/,"A settlement has been reached between a former Springfield High School student and the Robertson County Board of Education nearly two years after the student filed suit, claiming…",2018-01-26
"FBI questions second Nashville judge in Casey Moreland case
Stacey Barchenger and Dave Boucher ",https://www.tennessean.com/story/news/2017/08/22/casey-moreland-nashville-judge-fbi-gale-robinson-questions/590464001/,At least one other Nashville judge is entangled in the criminal allegations against Casey Moreland and is likely to be a witness in the case.,2017-08-22
"WKU: We knew call on Vandy 2-point conversion
Adam Sparks ",https://www.tennessean.com/story/sports/college/vanderbilt/2015/09/04/derek-mason-defensive-call-vanderbilt-wku/71542840/,WKU players said they knew exactly what Vanderbilt was going to run on its potential game-tying two-point conversion.,2015-09-04
"Mediation possible in Robertson County jail suicide lawsuit
Nicole Young ",https://www.tennessean.com/story/news/local/robertson/2016/07/03/mediation-possible-robertson-county-jail-suicide-lawsuit/86161252/,A private mediation could be in the works for a $10 million lawsuit filed against Robertson County by the family of a robbery suspect who committed suicide in the county jail more…,2016-07-03
"Feds: Moreland tried to pay woman $6,100 to recant allegations against him
Stacey Barchenger ",https://www.tennessean.com/story/news/crime/2017/03/28/judge-casey-moreland-charged-federal-government-corruption/99726856/,Moreland will appear in court Friday for a hearing to determine if he'll stay in custody pending trial.,2017-03-28
"Nashville Judge Casey Moreland resigns amid federal corruption charges
Stacey Barchenger ",https://www.tennessean.com/story/news/crime/2017/03/31/judge-casey-moreland-bribery-custody-probable-cause/99821006/,A letter signed by Moreland says he resigns his post effective Tuesday.,2017-03-31
Nashville's longtime state Rep. Bill Beck dies at 61,https://www.tennessean.com/story/news/politics/2023/06/04/longtime-nashville-rep-bill-beck-dies/70287107007/,"A native of Madison and Whites Creek, Bill Beck was elected to the statehouse in 2014 and represented Madison, East Nashville, downtown and Germantown.",2023-06-04
Tennessee legislative staff refuse to release spending records in lawmaker harassment case,https://www.tennessean.com/story/news/politics/2023/05/14/legislature-refuses-to-disclose-spending-in-lawmaker-harassment-case/70201293007/,The General Assembly has strict confidentiality rules to protect victims of harassment. But legislative staff also are refusing to release spending records.,2023-05-14
The week in politics: Is there time to heed Lee's call for gun legislation?,https://www.tennessean.com/story/news/politics/2023/04/14/the-week-in-politics-is-there-time-to-heed-lees-call-for-gun-action/70104895007/,"Plus, lawmakers honor the Covenant police officers, McNally joins Democrats in opposing pronoun bill and more.",2023-04-14
"Rep. Justin Jones expulsion updates: Council reappoints, Jones retakes oath of office",https://www.tennessean.com/story/news/politics/2023/04/10/justin-jones-expulsion-updates-rally-planned-outside-metro-nashville-council/70099458007/,The Metro Council unanimously voted to reappoint Justin Jones to his District 52 seat in the Tennessee House of Representatives.,2023-04-10
Tennessee Capitol protest explainer: Here's what did and did not happen,https://www.tennessean.com/story/news/politics/2023/04/04/tennessee-capitol-protest-heres-what-did-and-did-not-happen/70075823007/,"No demonstrators broke into Capitol, no one was arrested or injured, and no property was damaged at the March 30 protest.",2023-04-04
Live Updates: 'Tennessee Three' meet VP Kamala Harris; speak with President Joe Biden,https://www.tennessean.com/story/news/politics/2023/04/07/kamala-harris-nashville-updates-expelled-tennessee-lawmakers/70093118007/,Vice President Kamala Harris met with the 'Tennessee Three' at Fisk University during surprise trip to Nashville.,2023-04-07
'This is shattering': Officials respond to elementary school shooting,https://www.tennessean.com/story/news/crime/2023/03/27/nashville-shooting-covenant-school-shattering-officials-react-to-school-shooting/70052562007/,Elected officials in Nashville and Tennessee have released statements expressing devastation following an elementary school shooting.,2023-03-27
Tennessee Democrats take full advantage of national spotlight: Key takeaways from expulsion debate,https://www.tennessean.com/story/news/politics/2023/04/07/tennessee-gun-protest-analysis-after-house-gop-expulsion-lawmakers/70092056007/,"For hours, Justin Jones and Justin Pearson held court in the House chamber, giving them the largest political stage of their careers.",2023-04-07
"Former Tennessee House Speaker Glen Casada, Cade Cothren plead not guilty to federal corruption charges
Melissa Brown and Adam Friedman ",https://www.tennessean.com/story/news/local/2022/08/23/glen-casada-indicted-federal-corruption-investigation-tennessee-republicans-house-general-assembly/9413913002/,"The charges come three years after Glen Casada resigned his speakership amid a texting scandal with his former chief of staff, Cade Cothren.",2022-08-23
"Abortion in Tennessee updates: Protesters call out Gov. Lee, Supreme Court Saturday
Staff reports ",https://www.tennessean.com/story/news/politics/2022/06/24/abortion-tennessee-updates-trigger-ban-supreme-court-decision/7724704001/,"Following the Supreme Court's decision to overturn Roe vs. Wade, Tennessee is set to ban abortion across the state. Check here for updates.",2022-06-24
"Rep. John DeBerry's ouster from the Tennessee Democratic Party questioned: Why him? Why now?
Natalie Allison ",https://www.tennessean.com/story/news/politics/2020/04/13/rep-john-deberry-ouster-tennessee-democratic-party-questioned/5124605002/,The Tennessee Democratic Party removed state Rep. John DeBerry from the Aug. 6 primary ballot.,2020-04-13
"Tennessee lawmakers press ahead with business, have not yet addressed coronavirus
Joel Ebert ",https://www.tennessean.com/story/news/politics/2020/03/10/tennessee-lawmakers-continue-business-dont-addressed-coronavirus/5003863002/,The Republican-controlled Tennessee General Assembly has not yet taken legislative action on the coronavirus.,2020-03-10
"Audit: Former Democratic legislative staffer accused of stealing $12,500 from caucus
Natalie Allison ",https://www.tennessean.com/story/news/politics/2019/01/10/tennessee-derrick-tibbs-democratic-caucus-funds/2541501002/,Derrick Tibbs resigned after allegedly siphoning money from House Democratic Caucus. He previously worked for now-House minority leader Karen Camper.,2019-01-10
"Key players in controversial $4M grant fund in Tennessee budget downplay role, remain silent
Joel Ebert ",https://www.tennessean.com/story/news/politics/2019/11/24/tennessee-politics-key-players-4-m-grant-fund-remain-silent/4259409002/,All the main players involved in the creation of the grant spent last week downplaying their role or remaining quiet.,2019-11-24
"Some Tennessee lawmakers open to changes in how state spends block grant to help poor working families
Natalie Allison ",https://www.tennessean.com/story/news/politics/2019/10/29/families-first-730-m-surplus-some-tennessee-lawmakers-open-to-changes/2488731001/,Tennessee has accumulated $730 million in reserves through the federal Temporary Assistance for Needy Families program.,2019-10-29
"Advocacy group urges Amazon to take stand on Tennessee legislation affecting LGBT individuals
Jamie McGee ",https://www.tennessean.com/story/money/2019/03/27/amazon-stand-against-tennessee-anti-lgbt-legislation/3279977002/,"No Gay? No Way! is running its campaign in Nashville and Seattle, said campaign manager Conor Gaughan. The campaign plans to fly an airplane in Nashville Wednesday with a banner…",2019-03-27
"Tennessee Democrats call on Glen Casada to step down as Tennessee House speaker
Natalie Allison ",https://www.tennessean.com/story/news/politics/2019/05/07/glen-casada-tennessee-black-caucus-addresses-cade-cothren-controversy/1123177001/,Tennessee's legislative black caucus is holding a news conference on Tuesday to discuss House Speaker Glen Casada and his now-former chief of staff Cade Cothren.,2019-05-07
"Can Glen Casada be forced out as Tennessee's Speaker of the House? Here's what it would take
Jon Garcia ",https://www.tennessean.com/story/news/politics/2019/05/09/glen-casada-tennessee-speaker-house-options/1142953001/,"Calls continue to mount for Tennessee House Speaker Glen Casada to resign his post, but he's said he isn't going anywhere.",2019-05-09
"Amid scandal involving speaker's office, House creates new ethics counsel position
Natalie Allison ",https://www.tennessean.com/story/news/politics/2019/05/31/glen-casada-scandal-doug-himes-named-new-house-ethics-counsel/1303320001/,"As part of the role, Doug Himes will serve as nonpartisan staff counsel to the House Ethics Committee and help train members on ethics matters.",2019-05-31
"The Tennessee House expelled a member by resolution in 1980. Will they do it again?
Joel Ebert and Natalie Allison ",https://www.tennessean.com/story/news/politics/2019/08/21/rep-david-byrd-tennessee-house-expelled-robert-fisher-1980/1960692001/,The story of Rep. Robert Fisher and the protocol followed could shed light on a possible expulsion of Rep. David Byrd.,2019-08-21
Grand Divisions: A Tennessee politics podcast,https://www.tennessean.com/story/news/politics/tn-elections/2018/06/04/grand-divisions-tennessee-politics-podcast/669536002/,Grand Divisions is a politics and policy podcast brought to you by The Tennessean and colleagues throughout The USA TODAY NETWORK-Tennessee.,2018-06-04
"Nearly 100 Tennessee lawmakers expected to attend Hermitage event with Trump
Dave Boucher ",https://www.tennessean.com/story/news/2017/03/14/state-lawmakers-invited-hear-trump-speak/99177802/,U.S. Rep. Marsha Blackburn will speak ahead of President Donald Trump Wednesday evening during an event in Nashville,2017-03-14
"Tennessee Supreme Court rules in favor of Gov. Bill Lee's controversial school voucher program
Meghan Mangrum and Adam Friedman ",https://www.tennessean.com/story/news/education/2022/05/18/tennessee-supreme-court-rules-favor-gov-bill-lee-education-savings-account-program/9825632002/,At the heart of the legal battle was whether the education savings account program violated the state constitution by applying only to Davidson and Shelby counties.,2022-05-18
"New proposal would give county mayors in Tennessee control in districts with struggling schools
Meghan Mangrum, Cassandra Stephenson and Laura Testino ",https://www.tennessean.com/story/news/education/2022/03/08/tennessee-mayors-control-school-districts-struggling-schools-new-proposal/9423514002/,The legislation is backed by the Nashville Area Chamber of Commerce.,2022-03-08
"The brutal death of Tyre Nichols: horror, grief and lessons learned | Norment
Lynn Norment ",https://www.tennessean.com/story/opinion/columnists/2023/02/01/norment-memphis-can-learn-from-brutal-death-of-tyre-nichols/69862529007/,"After each horrific episode, there is talk of police reform, new laws and how police and police departments can be made more accountable.",2023-02-01
3 justices protest Supreme Court decision to deny appeal of Tennessee man on death row,https://www.tennessean.com/story/news/2023/04/26/supreme-court-declines-tennessee-man-on-death-row-kevin-burns-appeal/70155581007/,Justice Sonia Sotomayor called the denial “disheartening” and said lower court rulings were “indefensible” in her dissent.,2023-04-26
